,acchr,dayofweek,accmon,accday,num
4962,18,1,2,20,1
4969,16,5,4,14,1
4972,6,5,4,28,1
4973,20,2,5,2,1
4976,0,7,6,4,1
4977,17,6,6,10,1
4981,20,2,6,20,1
4995,21,7,8,20,1
4996,10,3,8,23,1
5000,18,2,8,22,1
5009,5,7,9,10,1
5011,23,1,9,25,1
5024,21,6,11,11,1
5043,10,4,2,9,1
5046,20,7,2,12,1
5047,22,4,3,2,1
5048,5,7,3,12,1
5050,8,6,3,18,1
5051,16,7,3,19,1
5052,9,5,3,31,1
5054,8,1,6,12,1
5055,18,3,6,21,1
5056,13,7,7,2,1
5058,21,2,7,18,1
5060,22,5,8,18,1
5063,4,7,8,27,1
5071,11,4,12,21,1
5078,17,7,4,23,1
5080,15,4,5,18,1
5081,4,6,5,20,1
5083,20,3,5,24,1
5084,15,4,6,15,1
5089,18,7,8,20,1
5091,16,6,9,9,1
5093,9,6,9,23,1
5094,9,7,9,24,1
5103,23,6,5,6,1
5104,21,5,5,19,1
5105,13,6,5,20,1
5114,17,4,7,27,1
5128,16,7,2,19,1
5135,16,3,5,17,1
5136,2,7,5,21,1
5139,6,2,6,13,1
5145,22,2,8,22,1
5147,1,1,8,28,1
5156,13,4,11,23,1
5172,10,7,7,2,1
5173,18,4,7,13,1
5195,9,4,1,5,1
5204,12,1,3,20,1
5214,15,1,7,17,1
5218,20,2,8,8,1
5219,16,4,8,10,1
5231,20,2,8,29,1
5240,1,1,11,6,1
5241,13,6,11,25,1
5250,15,6,1,14,1
5255,7,4,3,16,1
5259,11,6,5,13,1
5267,16,5,6,23,1
5273,7,6,8,19,1
5279,12,2,10,10,1
5281,7,6,10,21,1
5285,3,6,11,18,1
5290,9,3,1,11,1
5291,11,6,1,14,1
5294,14,3,1,25,1
5295,0,1,1,23,1
5296,17,6,1,28,1
5299,12,5,2,10,1
5307,12,2,2,21,1
5308,21,7,1,22,1
5310,9,4,2,23,1
5311,1,7,3,5,1
5319,13,5,3,31,1
5323,14,2,4,11,1
5324,13,1,3,13,1
5325,13,1,4,10,1
5326,10,4,4,27,1
5327,9,3,5,10,1
5330,9,7,5,7,1
5332,16,7,4,16,1
