,acchr,dayofweek,accmon,accday,num
74,16,5,8,25,1
149,2,1,10,16,1
391,8,4,8,10,1
392,8,4,8,10,1
401,5,5,8,4,1
415,15,4,10,12,1
416,15,4,10,12,1
465,8,4,8,10,1
659,5,5,8,4,1
689,11,2,10,10,1
699,15,4,10,12,1
960,16,5,8,25,1
997,16,3,11,15,1
999,16,3,11,15,1
1134,4,7,3,5,1
1162,19,3,9,13,1
1179,1,1,9,25,1
1180,1,1,9,25,1
1255,4,7,3,5,1
1322,1,3,6,28,1
1323,1,3,6,28,1
1388,1,1,9,25,1
1451,4,7,3,5,1
1505,1,3,6,28,1
1536,4,7,3,5,1
1547,3,2,9,5,1
1564,19,3,9,13,1
1565,19,3,9,13,1
1654,4,7,3,5,1
1666,3,2,9,5,1
1784,8,3,8,30,1
1785,21,5,3,10,1
1786,16,2,5,30,1
1789,17,1,5,15,1
1790,7,5,11,10,1
1791,18,1,2,6,1
1793,20,7,9,24,1
1794,19,3,4,19,1
1800,18,2,10,31,1
1810,19,5,4,7,1
1812,18,1,11,6,1
1813,21,4,7,20,1
1814,20,2,10,31,1
1816,19,2,5,30,1
1819,18,7,7,30,1
1822,17,5,12,1,1
1826,13,3,7,5,1
1828,15,2,11,28,1
1830,21,2,8,1,1
1832,17,2,3,21,1
1834,21,2,7,4,1
1835,19,6,7,1,1
1837,21,1,6,26,1
1841,17,5,8,18,1
1843,14,3,10,11,1
1848,20,4,10,5,1
1861,8,4,9,28,1
1864,18,4,11,9,1
1865,22,6,3,11,1
1866,19,6,2,11,1
1867,20,2,5,16,1
1868,19,6,9,30,1
1870,21,5,8,11,1
1875,18,1,5,8,1
1878,12,7,8,13,1
1882,14,4,6,1,1
1887,14,1,6,5,1
1888,6,3,11,1,1
1893,22,6,12,16,1
1895,7,4,2,16,1
1896,16,2,5,9,1
1897,19,3,6,28,1
1899,8,1,11,6,1
1912,20,6,8,19,1
1913,20,5,3,17,1
1917,16,4,10,26,1
1918,18,1,9,4,1
1921,17,5,11,17,1
1923,16,4,1,5,1
1925,11,7,10,29,1
1928,21,2,5,9,1
1930,14,7,2,19,1
1933,6,6,9,23,1
1936,22,5,1,27,1
1937,14,6,9,9,1
1947,20,4,4,6,1
1962,7,5,1,13,1
1973,22,7,7,30,1
2008,7,5,2,10,1
2016,22,7,4,16,1
2021,8,4,2,9,1
2028,18,1,4,10,1
2043,4,2,6,27,1
2045,21,2,10,3,1
2048,21,6,10,7,1
2055,21,1,10,2,1
2056,18,3,11,15,1
2060,19,3,10,25,1
2078,0,7,1,8,1
2087,21,7,2,5,1
2089,23,6,4,1,1
2090,20,2,4,11,1
2092,4,3,6,14,1
2099,6,4,10,5,1
2102,19,7,10,22,1
2105,20,4,10,12,1
2111,20,1,12,11,1
2124,15,7,4,9,1
2132,15,4,9,21,1
2142,12,7,12,24,1
2176,20,1,2,27,1
2177,0,7,3,5,1
2188,5,2,10,17,1
2240,21,5,2,10,1
2249,18,3,1,18,1
2250,18,4,2,16,1
2255,18,4,4,20,1
2258,15,5,7,28,1
2259,21,6,7,8,1
2266,21,3,6,14,1
2269,18,1,10,30,1
2276,19,6,3,25,1
2297,17,4,12,28,1
2300,13,3,6,14,1
2330,16,5,7,21,1
2336,6,6,9,30,1
2357,22,7,10,29,1
2378,16,4,5,18,1
2392,23,7,4,23,1
2395,12,3,6,28,1
2400,0,4,10,5,1
2402,17,2,11,28,1
2409,21,6,12,16,1
2415,3,7,2,19,1
2430,2,1,7,24,1
2442,19,3,11,1,1
2443,0,7,11,26,1
2454,23,7,2,12,1
2457,15,4,1,5,1
2459,19,7,3,12,1
2481,21,7,9,24,1
2488,19,2,10,17,1
2493,22,7,12,24,1
2543,19,2,5,2,1
2544,15,3,5,17,1
2548,23,1,7,3,1
2558,19,5,2,10,1
2572,15,5,9,29,1
2577,20,7,2,5,1
2605,12,6,5,20,1
2621,20,3,10,4,1
2646,6,4,3,16,1
2650,16,5,4,21,1
2652,15,3,2,15,1
2659,21,3,11,15,1
2705,8,3,11,29,1
2714,22,2,8,1,1
2724,14,4,3,9,1
2738,13,5,12,29,1
2753,6,3,1,4,1
2763,19,1,2,20,1
2772,11,2,4,18,1
2776,21,3,5,24,1
2781,6,6,2,4,1
2782,0,1,7,3,1
2784,23,7,4,2,1
2785,15,3,7,12,1
2799,22,3,9,13,1
2803,19,2,10,17,1
2807,3,6,11,18,1
2812,13,6,7,15,1
2819,5,5,12,1,1
2821,3,1,11,13,1
2823,22,6,1,21,1
2824,17,3,12,13,1
2827,18,4,12,21,1
2840,21,6,9,2,1
2841,17,3,11,22,1
2847,22,7,1,22,1
2848,21,7,1,29,1
2854,2,6,4,8,1
2899,20,1,11,20,1
2919,16,4,5,11,1
2934,18,4,4,13,1
3020,13,7,6,4,1
3022,18,5,6,23,1
3028,14,5,12,15,1
3029,16,5,12,8,1
3031,11,5,7,14,1
3034,23,6,11,25,1
3052,18,5,11,10,1
3063,0,4,9,21,1
3081,19,6,2,18,1
3095,18,6,7,1,1
3136,20,2,3,14,1
3140,21,1,4,24,1
3145,20,4,5,11,1
3161,3,7,1,1,1
3169,19,5,1,27,1
3179,21,3,6,21,1
3181,8,4,5,11,1
3189,13,1,11,6,1
3222,19,5,6,2,1
3274,10,6,7,8,1
3280,16,6,2,4,1
3326,23,3,9,13,1
3374,2,2,1,3,1
3392,14,5,5,5,1
3398,21,6,8,5,1
3399,21,4,8,10,1
3400,2,1,8,14,1
3403,2,6,8,19,1
3404,23,4,9,14,1
3409,2,7,10,22,1
3415,14,3,6,21,1
3423,7,4,11,2,1
3427,18,2,3,7,1
3431,22,1,5,15,1
3437,19,5,10,6,1
3439,18,3,12,20,1
3443,23,6,2,4,1
3469,21,7,7,30,1
3510,23,3,5,10,1
3633,22,4,1,26,1
3637,18,2,2,7,1
3650,5,7,4,2,1
3673,2,5,6,2,1
3675,23,2,5,30,1
3679,0,1,6,12,1
3684,14,3,6,28,1
3691,22,6,7,29,1
3692,7,1,7,31,1
3705,18,5,6,23,1
3715,19,7,6,4,1
3716,14,6,8,19,1
3732,20,4,9,7,1
3745,4,2,10,10,1
3796,18,1,1,16,1
3825,18,5,11,3,1
3828,19,6,11,18,1
3832,20,3,3,22,1
3834,18,5,1,6,1
3835,21,3,9,6,1
3841,19,3,2,15,1
3850,1,2,2,7,1
3861,13,7,3,5,1
3907,1,5,10,13,1
3914,18,2,11,21,1
3918,3,4,11,9,1
3924,20,1,11,20,1
3928,0,2,10,17,1
3929,19,4,11,16,1
3930,19,2,12,19,1
3931,18,4,12,21,1
3970,20,2,7,4,1
3981,22,6,10,14,1
3988,12,2,12,5,1
3996,0,7,5,7,1
4018,15,5,1,20,1
4061,17,6,12,30,1
4077,15,4,6,8,1
4118,22,6,3,11,1
4177,19,7,11,5,1
4191,23,4,2,23,1
4247,22,4,8,31,1
4252,23,7,1,22,1
4253,4,6,2,18,1
4259,21,6,4,29,1
4270,0,2,7,11,1
4271,0,7,8,13,1
4273,19,5,9,22,1
4282,0,1,11,13,1
4286,19,7,12,24,1
4287,5,2,8,29,1
4294,11,3,7,12,1
4312,21,5,6,9,1
4323,6,4,10,12,1
