,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,0.079332122,0.754,0.655,0.304,0.868,0.444
1,2,0.10187458199999999,0.747,0.6579999999999999,0.39,0.9009999999999999,0.452
2,3,0.103348395,0.72,0.66,0.41700000000000004,0.887,0.457
3,4,0.10745789900000001,0.7390000000000001,0.662,0.40700000000000003,0.897,0.452
4,5,0.104663658,0.741,0.6629999999999999,0.40700000000000003,0.895,0.45399999999999996
5,6,0.097576025,0.757,0.655,0.38,0.888,0.439
6,7,0.08592972,0.772,0.653,0.321,0.872,0.439
