,date,sum,sup1,sup2,sup3,sup4
0,1,0.104593823,0.868,0.205,0.557,0.444
1,2,0.06237447,0.9009999999999999,0.114,0.619,0.452
2,3,0.059668636,0.887,0.107,0.645,0.457
3,4,0.061748196,0.897,0.111,0.637,0.452
4,5,0.066408769,0.895,0.121,0.632,0.45399999999999996
5,6,0.078096078,0.888,0.149,0.612,0.439
6,7,0.102575046,0.872,0.19699999999999998,0.5579999999999999,0.439
