,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,0.073644276,0.747,0.39,0.304,0.9009999999999999,0.452
2,3,0.06940099599999999,0.72,0.41700000000000004,0.309,0.887,0.457
3,4,0.071944094,0.7390000000000001,0.40700000000000003,0.297,0.897,0.452
4,5,0.069310123,0.741,0.40700000000000003,0.285,0.895,0.45399999999999996
5,6,0.064169238,0.757,0.38,0.261,0.888,0.439
6,7,,,,,,
