,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,0.052666815,0.9009999999999999,0.6579999999999999,0.49700000000000005,0.304,0.452
2,3,0.05839416099999999,0.887,0.66,0.519,0.309,0.457
3,4,0.056592965999999995,0.897,0.662,0.523,0.297,0.452
4,5,0.051257252999999996,0.895,0.6629999999999999,0.51,0.285,0.45399999999999996
5,6,,,,,,
6,7,,,,,,
