,date,sum,sup1,sup2,sup3,sup4
0,1,0.075525564,0.754,0.659,0.304,0.444
1,2,0.09596072300000001,0.747,0.625,0.39,0.452
2,3,0.096976017,0.72,0.601,0.41700000000000004,0.457
3,4,0.099667774,0.7390000000000001,0.616,0.40700000000000003,0.452
4,5,0.100687728,0.741,0.608,0.40700000000000003,0.45399999999999996
5,6,0.09422653199999999,0.757,0.632,0.38,0.439
6,7,0.080381278,0.772,0.655,0.321,0.439
