,date,sum,sup1,sup2,sup3,sup4
0,1,0.08858897800000001,0.868,0.204,0.557,0.444
1,2,0.140035706,0.9009999999999999,0.304,0.619,0.452
2,3,0.139844746,0.887,0.309,0.645,0.457
3,4,0.133921411,0.897,0.297,0.637,0.452
4,5,0.12733720199999998,0.895,0.285,0.632,0.45399999999999996
5,6,0.115381225,0.888,0.261,0.612,0.439
6,7,,,,,
