,date,sum,sup1,sup2,sup3
0,1,0.158664244,0.659,0.557,0.444
1,2,0.164806963,0.625,0.619,0.452
2,3,,,,
3,4,,,,
4,5,,,,
5,6,0.160599383,0.632,0.612,0.439
6,7,0.15471617599999998,0.655,0.5579999999999999,0.439
