,date,sum,sup1,sup2,sup3,sup4
0,1,0.101738905,0.754,0.655,0.205,0.444
1,2,0.056683776,0.747,0.6579999999999999,0.114,0.452
2,3,0.056656239000000004,0.72,0.66,0.107,0.457
3,4,0.056592965999999995,0.7390000000000001,0.662,0.111,0.452
4,5,0.062970127,0.741,0.6629999999999999,0.121,0.45399999999999996
5,6,0.075980608,0.757,0.655,0.149,0.439
6,7,0.102788448,0.772,0.653,0.19699999999999998,0.439
