,date,sum,sup1,sup2
0,1,0.146379445,0.204,0.444
1,2,0.21669270300000001,0.304,0.452
2,3,0.21457536800000002,0.309,0.457
3,4,0.212968267,0.297,0.452
4,5,0.20148291399999999,0.285,0.45399999999999996
5,6,0.181930366,0.261,0.439
6,7,0.14511310300000002,0.21100000000000002,0.439
