,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,0.080116046,0.49700000000000005,0.304,0.9009999999999999,0.452
2,3,0.083651952,0.519,0.309,0.887,0.457
3,4,0.08156719,0.523,0.297,0.897,0.452
4,5,0.077476897,0.51,0.285,0.895,0.45399999999999996
5,6,0.07368885,0.515,0.261,0.888,0.439
6,7,,,,,
