,date,sum,sup1,sup2,sup3
0,1,,,,
1,2,,,,
2,3,0.16637701300000002,0.645,0.601,0.457
3,4,0.163363501,0.637,0.616,0.452
4,5,0.16419514300000002,0.632,0.608,0.45399999999999996
5,6,,,,
6,7,,,,
