,date,sum,sup1,sup2,sup3
0,1,,,,
1,2,0.070185227,0.331,0.304,0.452
2,3,0.066041015,0.325,0.309,0.457
3,4,0.065414137,0.32799999999999996,0.297,0.452
4,5,0.066408769,0.32799999999999996,0.285,0.45399999999999996
5,6,0.060643455,0.33299999999999996,0.261,0.439
6,7,,,,
