,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,0.071459469,0.659,0.205,0.868,0.655,0.444
1,2,,,,,,
2,3,,,,,,
3,4,,,,,,
4,5,,,,,,
5,6,0.053415602,0.632,0.149,0.888,0.655,0.439
6,7,0.070849338,0.655,0.19699999999999998,0.872,0.653,0.439
