,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,,,,,,
2,3,0.051094890999999996,0.72,0.66,0.519,0.309,0.457
3,4,,,,,,
4,5,,,,,,
5,6,,,,,,
6,7,,,,,,
