,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,0.07924560900000001,0.868,0.557,0.205,0.754,0.444
1,2,,,,,,
2,3,,,,,,
3,4,,,,,,
4,5,0.05136471099999999,0.895,0.632,0.121,0.741,0.45399999999999996
5,6,0.060202732,0.888,0.612,0.149,0.757,0.439
6,7,0.081732821,0.872,0.5579999999999999,0.19699999999999998,0.772,0.439
