,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,0.051648066,0.868,0.659,0.557,0.304,0.444
1,2,0.073197947,0.9009999999999999,0.625,0.619,0.39,0.452
2,3,,,,,,
3,4,,,,,,
4,5,,,,,,
5,6,0.06848832099999999,0.888,0.632,0.612,0.38,0.439
6,7,0.053706075,0.872,0.655,0.5579999999999999,0.321,0.439
