,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,0.057799598,0.625,0.39,0.304,0.9009999999999999,0.452
2,3,0.055034179,0.601,0.41700000000000004,0.309,0.887,0.457
3,4,0.056134723,0.616,0.40700000000000003,0.297,0.897,0.452
4,5,0.052116914,0.608,0.40700000000000003,0.285,0.895,0.45399999999999996
5,6,,,,,,
6,7,,,,,,
