,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,0.056683776,0.9009999999999999,0.619,0.33799999999999997,0.304,0.452
2,3,0.056887962,0.887,0.645,0.365,0.309,0.457
3,4,0.053499828,0.897,0.637,0.35,0.297,0.452
4,5,0.051042338,0.895,0.632,0.36,0.285,0.45399999999999996
5,6,,,,,,
6,7,,,,,,
