,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,0.066182196,0.868,0.655,0.204,0.557,0.444
1,2,0.10120508800000001,0.9009999999999999,0.6579999999999999,0.304,0.619,0.452
2,3,0.10230564199999999,0.887,0.66,0.309,0.645,0.457
3,4,0.09909497099999999,0.897,0.662,0.297,0.637,0.452
4,5,0.09219858199999999,0.895,0.6629999999999999,0.285,0.632,0.45399999999999996
5,6,0.08082855900000001,0.888,0.655,0.261,0.612,0.439
6,7,0.06686584200000001,0.872,0.653,0.21100000000000002,0.5579999999999999,0.439
