,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,,,,,
2,3,0.12362414599999999,0.66,0.645,0.601,0.457
3,4,0.12613128699999998,0.662,0.637,0.616,0.452
4,5,0.124758221,0.6629999999999999,0.632,0.608,0.45399999999999996
5,6,,,,,
6,7,,,,,
