,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,0.091703435,0.868,0.205,0.655,0.557,0.444
1,2,,,,,,
2,3,,,,,,
3,4,0.052927025,0.897,0.111,0.662,0.637,0.452
4,5,,,,,,
5,6,,,,,,
6,7,0.08849053900000001,0.872,0.19699999999999998,0.653,0.5579999999999999,0.439
