,date,sum,sup1,sup2,sup3,sup4,sup5,sup6
0,1,,,,,,,
1,2,0.053671055999999995,0.6579999999999999,0.625,0.619,0.39,0.9009999999999999,0.452
2,3,,,,,,,
3,4,,,,,,,
4,5,,,,,,,
5,6,0.050418687000000004,0.655,0.632,0.612,0.38,0.888,0.439
6,7,,,,,,,
