,date,sum,sup1,sup2,sup3,sup4
0,1,0.055887187000000005,0.754,0.655,0.212,0.444
1,2,,,,,
2,3,,,,,
3,4,,,,,
4,5,,,,,
5,6,,,,,
6,7,0.057902972999999996,0.772,0.653,0.218,0.439
