,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,,,,,,
2,3,,,,,,
3,4,,,,,,
4,5,,,,,,
5,6,0.053415602,0.655,0.632,0.149,0.888,0.439
6,7,,,,,,
