,date,sum,sup1,sup2,sup3,sup4
0,1,0.055541137000000004,0.659,0.557,0.204,0.444
1,2,0.083463513,0.625,0.619,0.304,0.452
2,3,,,,,
3,4,,,,,
4,5,,,,,
5,6,0.072454826,0.632,0.612,0.261,0.439
6,7,0.052639067000000005,0.655,0.5579999999999999,0.21100000000000002,0.439
