,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,,,,,,
2,3,0.059321052,0.645,0.601,0.309,0.72,0.457
3,4,0.058196815,0.637,0.616,0.297,0.7390000000000001,0.452
4,5,0.058027079,0.632,0.608,0.285,0.741,0.45399999999999996
5,6,,,,,,
6,7,,,,,,
