,date,sum,sup1,sup2,sup3,sup4
0,1,0.06903711400000001,0.659,0.204,0.754,0.444
1,2,0.09350591400000001,0.625,0.304,0.747,0.452
2,3,0.087591241,0.601,0.309,0.72,0.457
3,4,0.09084660300000001,0.616,0.297,0.7390000000000001,0.452
4,5,0.08800773699999999,0.608,0.285,0.741,0.45399999999999996
5,6,0.083208462,0.632,0.261,0.757,0.439
6,7,0.06643903799999999,0.655,0.21100000000000002,0.772,0.439
