,date,sum,sup1,sup2,sup3
0,1,0.067739424,0.304,0.204,0.444
1,2,0.109127427,0.39,0.304,0.452
2,3,0.110531804,0.41700000000000004,0.309,0.457
3,4,0.111238401,0.40700000000000003,0.297,0.452
4,5,0.107242639,0.40700000000000003,0.285,0.45399999999999996
5,6,0.09422653199999999,0.38,0.261,0.439
6,7,0.071489543,0.321,0.21100000000000002,0.439
