,date,sum,sup1,sup2,sup3,sup4
0,1,0.08582057300000001,0.868,0.659,0.205,0.444
1,2,0.053447891,0.9009999999999999,0.625,0.114,0.452
2,3,,,,,
3,4,0.05384351,0.897,0.616,0.111,0.452
4,5,0.057489792000000005,0.895,0.608,0.121,0.45399999999999996
5,6,0.06522697200000001,0.888,0.632,0.149,0.439
6,7,0.08557405,0.872,0.655,0.19699999999999998,0.439
