,date,sum,sup1,sup2,sup3,sup4
0,1,0.120598668,0.205,0.868,0.655,0.444
1,2,0.069627315,0.114,0.9009999999999999,0.6579999999999999,0.452
2,3,0.066272738,0.107,0.887,0.66,0.457
3,4,0.069882003,0.111,0.897,0.662,0.452
4,5,0.07543520299999999,0.121,0.895,0.6629999999999999,0.45399999999999996
5,6,0.088232702,0.149,0.888,0.655,0.439
6,7,0.11601934800000001,0.19699999999999998,0.872,0.653,0.439
