,date,sum,sup1,sup2,sup3
0,1,0.113418116,0.204,0.754,0.444
1,2,0.161571078,0.304,0.747,0.452
2,3,,,,
3,4,0.15454233,0.297,0.7390000000000001,0.452
4,5,0.15087040599999998,0.285,0.741,0.45399999999999996
5,6,0.137152931,0.261,0.757,0.439
6,7,0.11175131599999999,0.21100000000000002,0.772,0.439
