,date,sum,sup1,sup2,sup3,sup4,sup5,sup6
0,1,0.052945757,0.754,0.655,0.557,0.204,0.868,0.444
1,2,0.076880161,0.747,0.6579999999999999,0.619,0.304,0.9009999999999999,0.452
2,3,0.075309929,0.72,0.66,0.645,0.309,0.887,0.457
3,4,0.07274601900000001,0.7390000000000001,0.662,0.637,0.297,0.897,0.452
4,5,0.069202665,0.741,0.6629999999999999,0.632,0.285,0.895,0.45399999999999996
5,6,0.062406345999999994,0.757,0.655,0.612,0.261,0.888,0.439
6,7,0.052852468,0.772,0.653,0.5579999999999999,0.21100000000000002,0.872,0.439
