,date,sum,sup1,sup2,sup3
0,1,0.050004325999999995,0.868,0.057,0.444
1,2,0.065164026,0.9009999999999999,0.071,0.452
2,3,0.062333449000000006,0.887,0.07,0.457
3,4,0.064955894,0.897,0.07,0.452
4,5,0.067590802,0.895,0.076,0.45399999999999996
5,6,0.058263552,0.888,0.065,0.439
6,7,0.054559681,0.872,0.061,0.439
