,date,sum,sup1,sup2,sup3,sup4,sup5,sup6
0,1,,,,,,,
1,2,0.083463513,0.9009999999999999,0.747,0.6579999999999999,0.625,0.619,0.452
2,3,,,,,,,
3,4,,,,,,,
4,5,,,,,,,
5,6,0.08585279900000001,0.888,0.757,0.655,0.632,0.612,0.439
6,7,,,,,,,
