,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,0.060126309,0.754,0.655,0.557,0.204,0.444
1,2,0.08324034799999999,0.747,0.6579999999999999,0.619,0.304,0.452
2,3,0.082956784,0.72,0.66,0.645,0.309,0.457
3,4,0.082139993,0.7390000000000001,0.662,0.637,0.297,0.452
4,5,0.076509779,0.741,0.6629999999999999,0.632,0.285,0.45399999999999996
5,6,0.069898634,0.757,0.655,0.612,0.261,0.439
6,7,0.05840091099999999,0.772,0.653,0.5579999999999999,0.21100000000000002,0.439
