,date,sum,sup1,sup2,sup3
0,1,0.10199844300000001,0.557,0.204,0.444
1,2,0.15576880199999998,0.619,0.304,0.452
2,3,0.157571544,0.645,0.309,0.457
3,4,0.15110551,0.637,0.297,0.452
4,5,0.144745326,0.632,0.285,0.45399999999999996
5,6,0.131159101,0.612,0.261,0.439
6,7,0.099231754,0.5579999999999999,0.21100000000000002,0.439
