,date,sum,sup1,sup2,sup3,sup4
0,1,0.054070420999999994,0.271,0.205,0.655,0.444
1,2,,,,,
2,3,,,,,
3,4,,,,,
4,5,,,,,
5,6,,,,,
6,7,,,,,
