,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,0.061258648,0.6579999999999999,0.49700000000000005,0.304,0.452
2,3,0.070443749,0.66,0.519,0.309,0.457
3,4,0.066788865,0.662,0.523,0.297,0.452
4,5,0.061680636,0.6629999999999999,0.51,0.285,0.45399999999999996
5,6,0.05861613,0.655,0.515,0.261,0.439
6,7,,,,,
