,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,0.050609914000000006,0.754,0.659,0.655,0.304,0.444
1,2,,,,,,
2,3,,,,,,
3,4,,,,,,
4,5,,,,,,
5,6,,,,,,
6,7,0.053421539000000004,0.772,0.655,0.653,0.321,0.439
