,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,0.071635796,0.619,0.49700000000000005,0.304,0.9009999999999999,0.452
2,3,0.077627158,0.645,0.519,0.309,0.887,0.457
3,4,0.072058655,0.637,0.523,0.297,0.897,0.452
4,5,0.070384698,0.632,0.51,0.285,0.895,0.45399999999999996
5,6,0.06672543,0.612,0.515,0.261,0.888,0.439
6,7,,,,,,
