,date,sum,sup1,sup2,sup3,sup4,sup5,sup6
0,1,0.08824292800000001,0.754,0.659,0.655,0.557,0.868,0.444
1,2,,,,,,,
2,3,,,,,,,
3,4,,,,,,,
4,5,,,,,,,
5,6,,,,,,,
6,7,0.08813487,0.772,0.655,0.653,0.5579999999999999,0.872,0.439
