,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,,,,,
2,3,,,,,
3,4,,,,,
4,5,0.050290135,0.741,0.40700000000000003,0.32799999999999996,0.45399999999999996
5,6,,,,,
6,7,,,,,
