,date,sum,sup1,sup2,sup3
0,1,,,,
1,2,0.07754965400000001,0.33799999999999997,0.304,0.452
2,3,0.077974742,0.365,0.309,0.457
3,4,0.073547944,0.35,0.297,0.452
4,5,0.075220288,0.36,0.285,0.45399999999999996
5,6,0.061789335,0.332,0.261,0.439
6,7,0.050362783,0.31,0.21100000000000002,0.439
