,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,0.060812319000000004,0.747,0.49700000000000005,0.304,0.619,0.452
2,3,0.066504461,0.72,0.519,0.309,0.645,0.457
3,4,0.061862756,0.7390000000000001,0.523,0.297,0.637,0.452
4,5,0.060713518,0.741,0.51,0.285,0.632,0.45399999999999996
5,6,0.06090788900000001,0.757,0.515,0.261,0.612,0.439
6,7,,,,,,
