,date,sum,sup1,sup2,sup3
0,1,,,,
1,2,0.06181655900000001,0.071,0.452,0.147
2,3,0.060595527999999996,0.07,0.457,0.14300000000000002
3,4,0.063122924,0.07,0.452,0.151
4,5,0.065334193,0.076,0.45399999999999996,0.16
5,6,0.056324372000000004,0.065,0.439,0.141
6,7,0.052425665,0.061,0.439,0.13699999999999998
