,date,sum,sup1,sup2,sup3,sup4
0,1,0.05112899,0.447,0.204,0.557,0.444
1,2,0.08335193,0.49700000000000005,0.304,0.619,0.452
2,3,0.091530529,0.519,0.309,0.645,0.457
3,4,0.084431206,0.523,0.297,0.637,0.452
4,5,0.083172147,0.51,0.285,0.632,0.45399999999999996
5,6,0.07968268,0.515,0.261,0.612,0.439
6,7,,,,,
