,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,0.06438295,0.625,0.39,0.304,0.452
2,3,0.062796895,0.601,0.41700000000000004,0.309,0.457
3,4,0.063466606,0.616,0.40700000000000003,0.297,0.452
4,5,0.059853857999999996,0.608,0.40700000000000003,0.285,0.45399999999999996
5,6,0.056148083,0.632,0.38,0.261,0.439
6,7,,,,,
