,date,sum,sup1,sup2,sup3
0,1,0.089021542,0.659,0.204,0.444
1,2,0.12686900199999998,0.625,0.304,0.452
2,3,0.124319314,0.601,0.309,0.457
3,4,0.127735136,0.616,0.297,0.452
4,5,0.115194498,0.608,0.285,0.45399999999999996
5,6,0.11141472,0.632,0.261,0.439
6,7,0.086783326,0.655,0.21100000000000002,0.439
