,date,sum,sup1,sup2
0,1,0.162816853,0.304,0.444
1,2,0.214795805,0.39,0.452
2,3,0.22592978800000002,0.41700000000000004,0.457
3,4,0.223393287,0.40700000000000003,0.452
4,5,0.22318934,0.40700000000000003,0.45399999999999996
5,6,0.20379021600000002,0.38,0.439
6,7,0.171717172,0.321,0.439
