,date,sum,sup1,sup2,sup3
0,1,0.064451942,0.447,0.204,0.444
1,2,0.09663021599999999,0.49700000000000005,0.304,0.452
2,3,0.102537365,0.519,0.309,0.457
3,4,0.098522167,0.523,0.297,0.452
4,5,0.095959596,0.51,0.285,0.45399999999999996
5,6,0.091758484,0.515,0.261,0.439
6,7,0.061957604000000006,0.449,0.21100000000000002,0.439
