,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,0.06036599,0.625,0.619,0.304,0.6579999999999999,0.452
2,3,,,,,,
3,4,,,,,,
4,5,,,,,,
5,6,,,,,,
6,7,,,,,,
