,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,0.07252845299999999,0.619,0.39,0.304,0.9009999999999999,0.452
2,3,0.073456146,0.645,0.41700000000000004,0.309,0.887,0.457
3,4,0.07068392700000001,0.637,0.40700000000000003,0.297,0.897,0.452
4,5,0.066623684,0.632,0.40700000000000003,0.285,0.895,0.45399999999999996
5,6,0.061084177999999996,0.612,0.38,0.261,0.888,0.439
6,7,,,,,,
