,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,,,,,,
2,3,0.073340285,0.645,0.601,0.309,0.887,0.457
3,4,0.071600412,0.637,0.616,0.297,0.897,0.452
4,5,0.068772835,0.632,0.608,0.285,0.895,0.45399999999999996
5,6,,,,,,
6,7,,,,,,
