,date,sum,sup1,sup2,sup3
0,1,0.116273034,0.557,0.205,0.444
1,2,0.067507253,0.619,0.114,0.452
2,3,0.064418955,0.645,0.107,0.457
3,4,0.067361668,0.637,0.111,0.452
4,5,0.071996561,0.632,0.121,0.45399999999999996
5,6,0.08620537699999999,0.612,0.149,0.439
6,7,0.11395646599999999,0.5579999999999999,0.19699999999999998,0.439
