,date,sum,sup1,sup2,sup3
0,1,,,,
1,2,0.15576880199999998,0.304,0.619,0.452
2,3,0.157571544,0.309,0.645,0.457
3,4,0.15110551,0.297,0.637,0.452
4,5,0.144745326,0.285,0.632,0.45399999999999996
5,6,0.131159101,0.261,0.612,0.439
6,7,,,,
