,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,0.06436543,0.868,0.754,0.659,0.304,0.444
1,2,0.086029904,0.9009999999999999,0.747,0.625,0.39,0.452
2,3,0.08481056699999999,0.887,0.72,0.601,0.41700000000000004,0.457
3,4,0.08798258699999999,0.897,0.7390000000000001,0.616,0.40700000000000003,0.452
4,5,0.088974855,0.895,0.741,0.608,0.40700000000000003,0.45399999999999996
5,6,0.083825474,0.888,0.757,0.632,0.38,0.439
6,7,0.069853464,0.872,0.772,0.655,0.321,0.439
