,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,0.053447891,0.9009999999999999,0.114,0.625,0.452
2,3,,,,,
3,4,0.05384351,0.897,0.111,0.616,0.452
4,5,0.057489792000000005,0.895,0.121,0.608,0.45399999999999996
5,6,,,,,
6,7,,,,,
