,date,sum,sup1,sup2,sup3
0,1,0.099489575,0.655,0.204,0.444
1,2,0.146507476,0.6579999999999999,0.304,0.452
2,3,0.148534353,0.66,0.309,0.457
3,4,0.14755413,0.662,0.297,0.452
4,5,0.135074146,0.6629999999999999,0.285,0.45399999999999996
5,6,0.121110621,0.655,0.261,0.439
6,7,0.099729691,0.653,0.21100000000000002,0.439
