,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,0.07578510299999999,0.655,0.557,0.304,0.868,0.444
1,2,,,,,,
2,3,,,,,,
3,4,,,,,,
4,5,,,,,,
5,6,,,,,,
6,7,,,,,,
