,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,,,,,,
2,3,0.058741745,0.72,0.645,0.601,0.41700000000000004,0.457
3,4,0.056936648,0.7390000000000001,0.637,0.616,0.40700000000000003,0.452
4,5,0.057059961,0.741,0.632,0.608,0.40700000000000003,0.45399999999999996
5,6,,,,,,
6,7,,,,,,
