,date,sum,sup1,sup2,sup3
0,1,0.137209101,0.205,0.655,0.444
1,2,0.07643383200000001,0.114,0.6579999999999999,0.452
2,3,0.072181671,0.107,0.66,0.457
3,4,0.07572459599999999,0.111,0.662,0.452
4,5,0.082634859,0.121,0.6629999999999999,0.45399999999999996
5,6,0.098193037,0.149,0.655,0.439
6,7,0.132166738,0.19699999999999998,0.653,0.439
