,date,sum,sup1,sup2,sup3
0,1,0.10814084300000001,0.557,0.304,0.444
1,2,0.142378933,0.619,0.39,0.452
2,3,0.151894334,0.645,0.41700000000000004,0.457
3,4,0.147439569,0.637,0.40700000000000003,0.452
4,5,0.146572104,0.632,0.40700000000000003,0.45399999999999996
5,6,0.136535919,0.612,0.38,0.439
6,7,0.109972969,0.5579999999999999,0.321,0.439
